PotLabel,Line,OtherNamesonRecord,DatePlanted,StandCount,StandCountCleaned,DateTaken,NumInfected,DateObserved,Replant,Year,Row,DateReplanted,StandCount1,StandCount2,StandCount3,DateReplantTaken,ReplantInfected1,ReplantInfected2,ReplantInfected3,ReplantDateObserved,SusceptibilityRating03,BadStand,Remove,SCMVTests,GenoName,GBSDataSource,EndospermType,Region,Program,2019Planting,20142015Planting,UninfectedFirstRound,PercentInfectedFirstRound,PercentUninfectedFirstRound,SusceptibilityRating02,PercentInfectedAllRounds,SusceptibilityRating05
267,If853,,2019-02-28,5 (3 small),5,2019-03-15,2,2019-03-26,n,13,4045,,,,,,,,,,2,Fine,Keep,TRUE,If853,all_sweet,sh2,,,TRUE,TRUE,3,40,60,1,40,2
232,P14,,2019-02-28,7 (1 small),7,2019-03-15,3,2019-03-26,n,14,32569,,,,,,,,,,2,Fine,Keep,TRUE,P14,WiDivMerged,su1,Mdw,IN,TRUE,TRUE,4,42.85714286,57.14285714,1,42.85714286,3
248,C8 white,,2019-02-28,7 (1 small),7,2019-03-15,3,2019-03-26,n,13,4004,,,,,,,,,,2,Fine,Keep,TRUE,C8w,all_sweet,su1,Ne,CT,FALSE,FALSE,4,42.85714286,57.14285714,1,42.85714286,3
266,IL200e,,2019-02-28,7 (1 small),7,2019-03-15,3,2019-03-26,n,13,4065,,,,,,,,,,2,Fine,Keep,TRUE,IL200e,WiDivMerged,su1,Mdw,IL,TRUE,TRUE,4,42.85714286,57.14285714,1,42.85714286,3
276,Ia45-2,,2019-02-28,7 (1 small),7,2019-03-15,3,2019-03-26,n,14,32573,,,,,,,,,,2,Fine,Keep,TRUE,Ia45_2,WiDivMerged,su1,Mdw,IA,TRUE,TRUE,4,42.85714286,57.14285714,1,42.85714286,3
308,IL515a,,2019-02-28,7,7,2019-03-15,3,2019-03-26,n,14,32415,,,,,,,,,,2,Fine,Keep,TRUE,IL515a,WiDivMerged,su1,Mdw,IL,TRUE,TRUE,4,42.85714286,57.14285714,1,42.85714286,3
317,IL369b,,2019-02-28,7 (2 small),7,2019-03-15,3,2019-03-26,n,14,32417,,,,,,,,,,2,Fine,Keep,TRUE,IL369b,WiDivMerged,su1,Mdw,IL,TRUE,TRUE,4,42.85714286,57.14285714,1,42.85714286,3
321,Ia45-1,,2019-02-28,7,7,2019-03-15,3,2019-03-26,n,14,32572,,,,,,,,,,2,Fine,Keep,TRUE,Ia45_1,WiDivMerged,su1,Mdw,IA,TRUE,TRUE,4,42.85714286,57.14285714,1,42.85714286,3
335,EP85,,2019-02-28,7,7,2019-03-15,3,2019-03-26,n,14,31227,,,,,,,,,,2,Fine,Keep,TRUE,EP85,all_sweet,sh2,Int,SP,TRUE,TRUE,4,42.85714286,57.14285714,1,42.85714286,3
376,SD883,,2019-03-12,7,7,2019-03-26,3,2019-04-10,n,14,32370,,,,,,,,,,2,Fine,Keep,TRUE,SD883,WiDivMerged,su1,Mdw,SD,TRUE,TRUE,4,42.85714286,57.14285714,1,42.85714286,3
31,NJ159,,2019-01-29,8,8,2019-02-12,4,2019-02-21,n,13,4437,,,,,,,,,,2,Fine,Keep,TRUE,NJ159,WiDivMerged,su1,Ne,NJ,TRUE,TRUE,4,50,50,1,50,3
46,IL713a,,2019-01-29,6,6,2019-02-12,3,2019-02-21,n,13,4230,,,,,,,,,,2,Fine,Keep,TRUE,IL713a,WiDivMerged,su1,Mdw,IL,TRUE,TRUE,3,50,50,1,50,3
104,C68 su,,2019-01-29,8,8,2019-02-12,4,2019-02-21,n,13,3968,,,,,,,,,,2,Fine,Keep,TRUE,C68,all_sweet,su1,Ne,CT,FALSE,FALSE,4,50,50,1,50,3
176,HotevillaAzwhitesweetcorn_1,Hotevilla Az. white sweet corn-1,2019-02-14,8,8,2019-02-27,4,2019-03-08,n,44,31223,,,,,,,,,,2,Fine,Keep,TRUE,HotevillaAzwhitesweetcorn_1,all_sweet,su1,,,TRUE,FALSE,4,50,50,1,50,3
195,NJ116Wb,NJ 116 Wb,2019-02-14,8,8,2019-02-27,4,2019-03-08,n,0,6054,,,,,,,,,,2,Fine,Keep,TRUE,Ames22046,all_sweet,NA,Ne,NJ,TRUE,FALSE,4,50,50,1,50,3
237,Ia59,,2019-02-28,8,8,2019-03-15,4,2019-03-26,n,13,3866,,,,,,,,,,2,Fine,Keep,TRUE,Ia59,all_sweet,su1,Mdw,IA,TRUE,TRUE,4,50,50,1,50,3
270,IL701e,,2019-02-28,8 (1 small),8,2019-03-15,4,2019-03-26,n,14,32411,,,,,,,,,,2,Fine,Keep,TRUE,IL701e,WiDivMerged,su1,Mdw,IL,TRUE,TRUE,4,50,50,1,50,3
277,IL134,,2019-02-28,8,8,2019-03-15,4,2019-03-26,n,18,8647,,,,,,,,,,2,Fine,Keep,TRUE,,0,su1,Mdw,IL,FALSE,TRUE,4,50,50,1,50,3
280,MR10 (Cristalino Norteno) S6,,2019-02-28,6,6,2019-03-15,3,2019-03-26,n,14,32564,,,,,,,,,,2,Fine,Keep,TRUE,MR10,WiDivMerged,sh2i,Mdw,WI,TRUE,FALSE,3,50,50,1,50,3
307,IL788a,,2019-02-28,8,8,2019-03-15,4,2019-03-26,n,13,4315,,,,,,,,,,2,Fine,Keep,TRUE,IL788a,WiDivMerged,su1,Mdw,IL,TRUE,TRUE,4,50,50,1,50,3
316,IL13B,,2019-02-28,6,6,2019-03-15,3,2019-03-26,n,13,3861,,,,,,,,,,2,Fine,Keep,TRUE,IL13B,WiDivMerged,su1,Mdw,IL,TRUE,TRUE,3,50,50,1,50,3
324,IL801a,,2019-02-28,6,6,2019-03-15,3,2019-03-26,n,14,32407,,,,,,,,,,2,Fine,Keep,TRUE,IL801a,WiDivMerged,su1,Mdw,IL,TRUE,TRUE,3,50,50,1,50,3
329,Ia2015 (yar) (A),,2019-02-28,6,6,2019-03-15,3,2019-03-26,n,14,32422,,,,,,,,,,2,Fine,Keep,TRUE,Ia2015,all_sweet,su1,Mdw,IA,FALSE,FALSE,3,50,50,1,50,3
366,M23,,2019-03-12,6,6,2019-03-26,3,2019-04-10,n,13,4345,,,,,,,,,,2,Fine,Keep,TRUE,Ames22034,all_sweet,su1,,,TRUE,TRUE,3,50,50,1,50,3
406,Wh10113R,,2019-03-12,4,4,2019-03-26,2,2019-04-10,n,10,41330,,,,,,,,,,2,Fine,Keep,TRUE,Wh10113R,WiDivMerged,sh2,Mdw,WI,TRUE,TRUE,2,50,50,1,50,3
435,Wh10080,,2019-03-12,6,6,2019-03-26,3,2019-04-10,n,12,2713,,,,,,,,,,2,Fine,Keep,TRUE,Wh10080,WiDivMerged,sh2,Mdw,WI,TRUE,TRUE,3,50,50,1,50,3
455,Wuh07466i,,2019-03-28,8,8,2019-04-10,4,2019-04-25,n,8,2-2-13-4,,,,,,,,,,2,Fine,Keep,TRUE,Wuh07466i,WiDivMerged,sh2,Mdw,WI,TRUE,TRUE,4,50,50,1,50,3
474,Wuh09093i,,2019-03-28,4,4,2019-04-10,2,2019-04-25,n,14,41727,,,,,,,,,,2,Fine,Keep,TRUE,Wuh09093i,WiDivMerged,sh2i,Mdw,WI,TRUE,TRUE,2,50,50,1,50,3
477,Wh10006R,,2019-03-28,2,2,2019-04-10,1,2019-04-25,n,14,41417,,,,,,,,,,2,Bad,Caution,TRUE,Wh10006R,WiDivMerged,sh2,Mdw,WI,TRUE,TRUE,1,50,50,1,50,3
480,Wh04020a,,2019-03-28,4,4,2019-04-10,2,2019-04-25,n,14,41226,,,,,,,,,,2,Fine,Keep,TRUE,Wh04020a,WiDivMerged,sh2,Mdw,WI,TRUE,TRUE,2,50,50,1,50,3
493,Wh05070a,,2019-03-28,4,4,2019-04-10,2,2019-04-25,n,14,41228,,,,,,,,,,2,Fine,Keep,TRUE,,NA,sh2,Mdw,WI,TRUE,FALSE,2,50,50,1,50,3
503,Wh12008,,2019-03-28,4,4,2019-04-10,2,2019-04-25,n,14,10241,,,,,,,,,,2,Fine,Keep,TRUE,,NA,sh2,Mdw,WI,TRUE,FALSE,2,50,50,1,50,3
506,Wh10127R,,2019-03-28,8,8,2019-04-10,4,2019-04-25,n,10,41344,,,,,,,,,,2,Fine,Keep,TRUE,,NA,sh2,Mdw,WI,TRUE,FALSE,4,50,50,1,50,3
522,Wuh07492i,,2019-03-28,4,4,2019-04-10,2,2019-04-25,n,14,41722,,,,,,,,,,2,Fine,Keep,TRUE,,NA,sh2i,Mdw,WI,TRUE,FALSE,2,50,50,1,50,3
67,OLCOTT,,2019-01-29,7,7,2019-02-12,4,2019-02-21,n,13,4453,,,,,,,,,,2,Fine,Keep,TRUE,OLCOTT,WiDivMerged,su1,,,TRUE,TRUE,3,57.14285714,42.85714286,1,57.14285714,3
219,MDM-12,,2019-02-14,7,7,2019-02-27,4,2019-03-08,n,94,3901,,,,,,,,,,2,Fine,Keep,TRUE,MDM_12,all_sweet,su1,,,TRUE,TRUE,3,57.14285714,42.85714286,1,57.14285714,3
227,EP61,,2019-02-28,7,7,2019-03-15,4,2019-03-26,n,14,31154,,,,,,,,,,2,Fine,Keep,TRUE,EP61,all_sweet,su1,Int,SP,TRUE,TRUE,3,57.14285714,42.85714286,1,57.14285714,3
235,IL125a,,2019-02-28,7 (1 small),7,2019-03-15,4,2019-03-26,n,13,4057,,,,,,,,,,2,Fine,Keep,TRUE,,NA,NA,Mdw,IL,TRUE,FALSE,3,57.14285714,42.85714286,1,57.14285714,3
254,C13et-123:68,,2019-02-28,7,7,2019-03-15,4,2019-03-26,n,13,3939,,,,,,,,,,2,Fine,Keep,TRUE,PI587126,all_sweet,su1,Ne,CT,FALSE,FALSE,3,57.14285714,42.85714286,1,57.14285714,3
259,Il677a,,2019-02-28,7 (2 small),7,2019-03-15,4,2019-03-26,n,13,4210,,,,,,,,,,2,Fine,Keep,TRUE,Ames27120,all_sweet,se,Mdw,IL,TRUE,TRUE,3,57.14285714,42.85714286,1,57.14285714,3
261,IaEV3002,,2019-02-28,7,7,2019-03-15,4,2019-03-26,n,13,4041,,,,,,,,,,2,Fine,Keep,TRUE,IaEV3002,all_sweet,su1,Mdw,IA,TRUE,TRUE,3,57.14285714,42.85714286,1,57.14285714,3
283,C3,,2019-02-28,7 (2 small),7,2019-03-15,4,2019-03-26,n,13,3951,,,,,,,,,,2,Fine,Keep,TRUE,Ames26812,all_sweet,su1,Ne,CT,TRUE,TRUE,3,57.14285714,42.85714286,1,57.14285714,3
312,W6714,,2019-02-28,7,7,2019-03-15,4,2019-03-26,n,14,32210,,,,,,,,,,2,Fine,Keep,TRUE,Ames22061,all_sweet,su1,Mdw,WI,TRUE,TRUE,3,57.14285714,42.85714286,1,57.14285714,3
315,IL648,,2019-02-28,7,7,2019-03-15,4,2019-03-26,n,13,4203,,,,,,,,,,2,Fine,Keep,TRUE,IL648,WiDivMerged,su1,Mdw,IL,TRUE,TRUE,3,57.14285714,42.85714286,1,57.14285714,3
330,IL772b,,2019-02-28,7 (1 small),7,2019-03-15,4,2019-03-26,n,13,4260,,,,,,,,,,2,Fine,Keep,TRUE,,NA,NA,Mdw,IL,FALSE,FALSE,3,57.14285714,42.85714286,1,57.14285714,3
371,IL796a,,2019-03-12,7,7,2019-03-26,4,2019-04-10,n,13,4321,,,,,,,,,,2,Fine,Keep,TRUE,IL796a,WiDivMerged,su1,Mdw,IL,TRUE,TRUE,3,57.14285714,42.85714286,1,57.14285714,3
408,Wh09137R,,2019-03-12,7,7,2019-03-26,4,2019-04-10,n,10,41553,,,,,,,,,,2,Fine,Keep,TRUE,Wh09137R,WiDivMerged,sh2,Mdw,WI,TRUE,TRUE,3,57.14285714,42.85714286,1,57.14285714,3
447,Wh13053,,2019-03-12,7,7,2019-03-26,4,2019-04-10,n,15,8155,,,,,,,,,,2,Fine,Keep,TRUE,,NA,sh2,Mdw,WI,TRUE,FALSE,3,57.14285714,42.85714286,1,57.14285714,3
466,We08424,,2019-03-28,7,7,2019-04-10,4,2019-04-25,n,14,41209,,,,,,,,,,2,Fine,Keep,TRUE,,NA,se,Mdw,WI,TRUE,FALSE,3,57.14285714,42.85714286,1,57.14285714,3
518,Wu0184R,,2019-03-28,7,7,2019-04-10,4,2019-04-25,n,,,,,,,,,,,,2,Fine,Keep,TRUE,,NA,NA,Mdw,WI,FALSE,FALSE,3,57.14285714,42.85714286,1,57.14285714,3
520,Wh11001,,2019-03-28,7,7,2019-04-10,4,2019-04-25,n,14,41607,,,,,,,,,,2,Fine,Keep,TRUE,,NA,sh2,Mdw,WI,TRUE,FALSE,3,57.14285714,42.85714286,1,57.14285714,3
165,C5,,2019-02-14,5,5,2019-02-27,3,2019-03-08,n,94,3807,,,,,,,,,,2,Fine,Keep,TRUE,Ames26813,all_sweet,su1,Ne,CT,TRUE,TRUE,2,60,40,1,60,3
264,C5-NT,,2019-02-28,5,5,2019-03-15,3,2019-03-26,n,13,3964,,,,,,,,,,2,Fine,Keep,TRUE,C5_NT,WiDivMerged,su1,Ne,CT,TRUE,TRUE,2,60,40,1,60,3
281,I817,,2019-02-28,5 (1 small),5,2019-03-15,3,2019-03-26,n,13,4021,,,,,,,,,,2,Fine,Keep,TRUE,I817,WiDivMerged,su1,,,TRUE,TRUE,2,60,40,1,60,3
358,IL618b,,2019-03-12,5,5,2019-03-26,3,2019-04-10,n,13,4202,,,,,,,,,,2,Fine,Keep,TRUE,IL618b,WiDivMerged,su1,Mdw,IL,TRUE,TRUE,2,60,40,1,60,3
387,Wuh09097i,,2019-03-12,5,5,2019-03-26,3,2019-04-10,n,15,8105,,,,,,,,,,2,Fine,Keep,TRUE,Wuh09097i,WiDivMerged,sh2i,Mdw,WI,TRUE,TRUE,2,60,40,1,60,3
391,Wuh09170i,,2019-03-12,5,5,2019-03-26,3,2019-04-10,n,14,41815,,,,,,,,,,2,Fine,Keep,TRUE,Wuh09170i,WiDivMerged,sh2i,Mdw,WI,TRUE,TRUE,2,60,40,1,60,3
426,Wh09061,,2019-03-12,5,5,2019-03-26,3,2019-04-10,n,14,41401,,,,,,,,,,2,Fine,Keep,TRUE,Wh09061,WiDivMerged,sh2,Mdw,WI,TRUE,TRUE,2,60,40,1,60,3
481,Wh05066a,,2019-03-28,5,5,2019-04-10,3,2019-04-25,n,8,3-2-14-8,,,,,,,,,,2,Fine,Keep,TRUE,Wh05066a,WiDivMerged,sh2,Mdw,WI,TRUE,TRUE,2,60,40,1,60,3
487,Wu04819,,2019-03-28,5,5,2019-04-10,3,2019-04-25,n,14,41609,,,,,,,,,,2,Fine,Keep,TRUE,Wu04819,WiDivMerged,su1,Mdw,WI,FALSE,TRUE,2,60,40,1,60,3
533,Wuh07413,,2019-03-28,5,5,2019-04-10,3,2019-04-25,n,12.13CCOWN,2760,,,,,,,,,,2,Fine,Keep,TRUE,Wuh07413i,WiDivMerged,sh2i,Mdw,WI,FALSE,FALSE,2,60,40,1,60,3
22,IL101Q,,2019-01-29,8,8,2019-02-12,5,2019-02-21,n,13,4046,,,,,,,,,,2,Fine,Keep,TRUE,,NA,NA,Mdw,IL,TRUE,FALSE,3,62.5,37.5,1,62.5,4
28,IL607a,,2019-01-29,8,8,2019-02-12,5,2019-02-21,n,13,4168,,,,,,,,,,2,Fine,Keep,TRUE,IL607a,WiDivMerged,su1,Mdw,IL,TRUE,TRUE,3,62.5,37.5,1,62.5,4
40,W7151,,2019-01-29,8,8,2019-02-12,5,2019-02-21,n,14,32206,,,,,,,,,,2,Fine,Keep,TRUE,Ames22067,all_sweet,su1,Mdw,WI,TRUE,TRUE,3,62.5,37.5,1,62.5,4
69,Ia2076,,2019-01-29,8,8,2019-02-12,5,2019-02-21,n,14,32421,,,,,,,,,,2,Fine,Keep,TRUE,Ames22029,all_sweet,su1,Mdw,IA,TRUE,TRUE,3,62.5,37.5,1,62.5,4
73,Ia5261,,2019-01-29,8,8,2019-02-12,5,2019-02-21,n,14,32201,,,,,,,,,,2,Fine,Keep,TRUE,Ia5261,all_sweet,su1,Mdw,IA,TRUE,TRUE,3,62.5,37.5,1,62.5,4
84,Ia453,,2019-01-29,8,8,2019-02-12,5,2019-02-21,n,13,4033,,,,,,,,,,2,Fine,Keep,TRUE,Ia453,WiDivMerged,su1,Mdw,IA,TRUE,TRUE,3,62.5,37.5,1,62.5,4
87,C68,,2019-01-29,8,8,2019-02-12,5,2019-02-21,n,13,3966,,,,,,,,,,2,Fine,Keep,TRUE,C68,WiDivMerged,su1,Ne,CT,TRUE,TRUE,3,62.5,37.5,1,62.5,4
116,CTS6-2,,2019-02-14,8 (3 fairy),8,2019-02-27,5,2019-03-08,n,13,4009,,,,,,,,,,2,Fine,Keep,TRUE,,NA,NA,,,TRUE,FALSE,3,62.5,37.5,1,62.5,4
191,B5870,,2019-02-14,8,8,2019-02-27,5,2019-03-08,n,13,3935,,,,,,,,,,2,Fine,Keep,TRUE,B5870,WiDivMerged,su1,Mdw,IL,TRUE,TRUE,3,62.5,37.5,1,62.5,4
201,IL370a (su),,2019-02-14,8,8,2019-02-27,5,2019-03-08,n,13,4113,,,,,,,,,,2,Fine,Keep,TRUE,IL370a,WiDivMerged,su1,Mdw,IL,FALSE,FALSE,3,62.5,37.5,1,62.5,4
238,IL791a,,2019-02-28,8,8,2019-03-15,5,2019-03-26,n,18,9311,,,,,,,,,,2,Fine,Keep,TRUE,IL791a,WiDivMerged,su1,Mdw,IL,FALSE,TRUE,3,62.5,37.5,1,62.5,4
301,IL768a (se),,2019-02-28,8,8,2019-03-15,5,2019-03-26,n,13,4256,,,,,,,,,,2,Fine,Keep,TRUE,,NA,NA,Mdw,IL,FALSE,FALSE,3,62.5,37.5,1,62.5,4
303,IL699e,,2019-02-28,8 (1 small),8,2019-03-15,5,2019-03-26,n,13,4223,,,,,,,,,,2,Fine,Keep,TRUE,IL699e,all_sweet,su1,Mdw,IL,TRUE,TRUE,3,62.5,37.5,1,62.5,4
314,C31,,2019-02-28,8,8,2019-03-15,5,2019-03-26,n,13,3953,,,,,,,,,,2,Fine,Keep,TRUE,Ames22020,all_sweet,su1,Ne,CT,TRUE,TRUE,3,62.5,37.5,1,62.5,4
319,IL789b,,2019-02-28,8 (1 small),8,2019-03-15,5,2019-03-26,n,18,9308,,,,,,,,,,2,Fine,Keep,TRUE,IL789b,WiDivMerged,su1,Mdw,IL,TRUE,TRUE,3,62.5,37.5,1,62.5,4
326,IL557a,,2019-02-28,8,8,2019-03-15,5,2019-03-26,n,13,4162,,,,,,,,,,2,Fine,Keep,TRUE,IL557a,WiDivMerged,su1,Mdw,IL,TRUE,TRUE,3,62.5,37.5,1,62.5,4
379,Wh09126R,,2019-03-12,8,8,2019-03-26,5,2019-04-10,n,14,41413,,,,,,,,,,2,Fine,Keep,TRUE,Wh09126R,WiDivMerged,sh2,Mdw,WI,TRUE,TRUE,3,62.5,37.5,1,62.5,4
386,Wuh07177i,,2019-03-12,8,8,2019-03-26,5,2019-04-10,n,14,41611,,,,,,,,,,2,Fine,Keep,TRUE,Wuh07177i,WiDivMerged,sh2i,Mdw,WI,TRUE,TRUE,3,62.5,37.5,1,62.5,4
393,Wh10046R,,2019-03-12,8,8,2019-03-26,5,2019-04-10,n,14,41422,,,,,,,,,,2,Fine,Keep,TRUE,Wh10046R,WiDivMerged,sh2,Mdw,WI,TRUE,TRUE,3,62.5,37.5,1,62.5,4
445,Wh09083,,2019-03-12,8,8,2019-03-26,5,2019-04-10,n,15,7855,,,,,,,,,,2,Fine,Keep,TRUE,Wh09083,WiDivMerged,sh2,Mdw,WI,TRUE,TRUE,3,62.5,37.5,1,62.5,4
451,W822GSe,,2019-03-28,8,8,2019-04-10,5,2019-04-25,n,10,41261,,,,,,,,,,2,Fine,Keep,TRUE,W822GSE,all_sweet,se,Mdw,WI,TRUE,TRUE,3,62.5,37.5,1,62.5,4
465,Wh10137R,,2019-03-28,8,8,2019-04-10,5,2019-04-25,n,10,41354,,,,,,,,,,2,Fine,Keep,TRUE,,NA,sh2,Mdw,WI,TRUE,FALSE,3,62.5,37.5,1,62.5,4
468,We08405,,2019-03-28,8,8,2019-04-10,5,2019-04-25,n,14,41201,,,,,,,,,,2,Fine,Keep,TRUE,,NA,se,Mdw,WI,TRUE,FALSE,3,62.5,37.5,1,62.5,4
497,Wh01001,,2019-03-28,8,8,2019-04-10,5,2019-04-25,n,15,7856,,,,,,,,,,2,Fine,Keep,TRUE,Wh01001,WiDivMerged,sh2,Mdw,WI,TRUE,TRUE,3,62.5,37.5,1,62.5,4
556,We11404,,2019-05-22,8,8,2019-06-07,5,2019-06-17,n,13,8508,,,,,,,,,,2,Fine,Keep,TRUE,,NA,se,Mdw,WI,FALSE,TRUE,3,62.5,37.5,1,62.5,4
209,DF14 Su,,2019-02-14,3,3,2019-02-27,2,2019-03-08,n,13,4010,,,,,,,,,,2,Fine,Keep,TRUE,DF14,all_sweet,field,,,FALSE,FALSE,1,66.66666667,33.33333333,1,66.66666667,4
236,Ia5125 su,,2019-02-28,6,6,2019-03-15,4,2019-03-26,n,10,7618,,,,,,,,,,2,Fine,Keep,TRUE,PI587135,all_sweet,su1,Mdw,IA,FALSE,FALSE,2,66.66666667,33.33333333,1,66.66666667,4
241,IL766a (se),,2019-02-28,6 (1 small),6,2019-03-15,4,2019-03-26,n,13,4250,,,,,,,,,,2,Fine,Keep,TRUE,IL766a,WiDivMerged,se,Mdw,IL,FALSE,FALSE,2,66.66666667,33.33333333,1,66.66666667,4
251,IL366a,,2019-02-28,6,6,2019-03-15,4,2019-03-26,n,13,4109,,,,,,,,,,2,Fine,Keep,TRUE,IL366a,WiDivMerged,su1,Mdw,IL,TRUE,TRUE,2,66.66666667,33.33333333,1,66.66666667,4
258,IL733a,,2019-02-28,6 (1 small),6,2019-03-15,4,2019-03-26,n,13,4236,,,,,,,,,,2,Fine,Keep,TRUE,IL733a,WiDivMerged,su1,Mdw,IL,TRUE,TRUE,2,66.66666667,33.33333333,1,66.66666667,4
260,IL648a,,2019-02-28,3,3,2019-03-15,2,2019-03-26,n,13,4204,,,,,,,,,,2,Fine,Keep,TRUE,IL648,WiDivMerged,su1,Mdw,IL,FALSE,FALSE,1,66.66666667,33.33333333,1,66.66666667,4
262,IL761a,,2019-02-28,3,3,2019-03-15,2,2019-03-26,n,13,4245,,,,,,,,,,2,Fine,Keep,TRUE,IL761a,WiDivMerged,su1,Mdw,IL,TRUE,TRUE,1,66.66666667,33.33333333,1,66.66666667,4
