PotLabel,Line,OtherNamesonRecord,DatePlanted,StandCount,StandCountCleaned,DateTaken,NumInfected,DateObserved,Replant,Year,Row,DateReplanted,StandCount1,StandCount2,StandCount3,DateReplantTaken,ReplantInfected1,ReplantInfected2,ReplantInfected3,ReplantDateObserved,SusceptibilityRating03,BadStand,Remove,SCMVTests,GenoName,GBSDataSource,EndospermType,Region,Program,2019Planting,20142015Planting,UninfectedFirstRound,PercentInfectedFirstRound,PercentUninfectedFirstRound,SusceptibilityRating02,PercentInfectedAllRounds,SusceptibilityRating05
224,M822,,2019-02-14,8,8,2019-02-27,8,2019-03-08,n,13,4351,,,,,,,,,,3,Fine,Keep,TRUE,M822,WiDivMerged,su1,,,TRUE,TRUE,0,100,0,2,100,5
225,Ma32,,2019-02-14,8,8,2019-02-27,8,2019-03-08,n,13,4347,,,,,,,,,,3,Fine,Keep,TRUE,Ames22036,all_sweet,su1,Ne,MA,TRUE,TRUE,0,100,0,2,100,5
228,A7,,2019-02-28,7 (only 2 are healthy),2,2019-03-15,2,2019-03-26,n,13,3933,,,,,,,,,,3,Bad,Caution,TRUE,A7,WiDivMerged,su1,Mdw,MN,TRUE,TRUE,0,100,0,2,100,5
233,sm*sm*wrinkled @@,sm*sm* wrinkled @@,2019-02-28,7,7,2019-03-15,7,2019-03-26,n,13,4520,,,,,,,,,,3,Fine,Keep,TRUE,,NA,su1,,,FALSE,TRUE,0,100,0,2,100,5
239,IL661a,,2019-02-28,5 (+1 bad),5,2019-03-15,5,2019-03-26,n,18,8968,,,,,,,,,,3,Fine,Keep,TRUE,IL661a,WiDivMerged,su1,Mdw,IL,TRUE,TRUE,0,100,0,2,100,5
240,SD908,,2019-02-28,5,5,2019-03-15,5,2019-03-26,n,14,32371,,,,,,,,,,3,Fine,Keep,TRUE,SD908,WiDivMerged,su1,Mdw,SD,TRUE,TRUE,0,100,0,2,100,5
242,Vineland576,,2019-02-28,7,7,2019-03-15,7,2019-03-26,n,13,4542,,,,,,,,,,3,Fine,Keep,TRUE,Vineland576,WiDivMerged,su1,,,TRUE,TRUE,0,100,0,2,100,5
245,IL707a,,2019-02-28,7,7,2019-03-15,7,2019-03-26,n,13,4227,,,,,,,,,,3,Fine,Keep,TRUE,IL707a,WiDivMerged,su1,Mdw,IL,TRUE,TRUE,0,100,0,2,100,5
249,IL110K,,2019-02-28,6,6,2019-03-15,6,2019-03-26,n,13,3860,,,,,,,,,,3,Fine,Keep,TRUE,IL110K,all_sweet,su1,Mdw,IL,TRUE,TRUE,0,100,0,2,100,5
252,Me2,,2019-02-28,1,1,2019-03-15,1,2019-03-26,n,14,32562,,,,,,,,,,3,Bad,Caution,TRUE,Me2,WiDivMerged,su1,Ne,ME,TRUE,TRUE,0,100,0,2,100,5
255,IL772a,,2019-02-28,6,6,2019-03-15,6,2019-03-26,n,13,4259,,,,,,,,,,3,Fine,Keep,TRUE,IL772a,WiDivMerged,su1,Mdw,IL,TRUE,TRUE,0,100,0,2,100,5
257,C7,,2019-02-28,4,4,2019-03-15,4,2019-03-26,n,13,4001,,,,,,,,,,3,Fine,Keep,TRUE,Ames22012,all_sweet,su1,Ne,CT,TRUE,TRUE,0,100,0,2,100,5
295,A10579,,2019-02-28,7,7,2019-03-15,7,2019-03-26,n,13,3925,,,,,,,,,,3,Fine,Keep,TRUE,A10579,WiDivMerged,su1,,,TRUE,TRUE,0,100,0,2,100,5
296,Me123,,2019-02-28,8,8,2019-03-15,8,2019-03-26,n,13,4412,,,,,,,,,,3,Fine,Keep,TRUE,Ames22040,all_sweet,su1,Ne,ME,TRUE,TRUE,0,100,0,2,100,5
298,SD176,,2019-02-28,6,6,2019-03-15,6,2019-03-26,n,14,32363,,,,,,,,,,3,Fine,Keep,TRUE,SD176,WiDivMerged,su1,Mdw,SD,TRUE,TRUE,0,100,0,2,100,5
299,IL802b Ht2,,2019-02-28,7,7,2019-03-15,7,2019-03-26,n,13,4331,,,,,,,,,,3,Fine,Keep,TRUE,IL802b_Ht2,WiDivMerged,su1,Mdw,IL,TRUE,FALSE,0,100,0,2,100,5
302,IL764b,,2019-02-28,8,8,2019-03-15,8,2019-03-26,n,13,4247,,,,,,,,,,3,Fine,Keep,TRUE,IL764b,WiDivMerged,su1,Mdw,IL,TRUE,TRUE,0,100,0,2,100,5
305,IL769a,,2019-02-28,7,7,2019-03-15,7,2019-03-26,n,18,9204,,,,,,,,,,3,Fine,Keep,TRUE,,NA,NA,Mdw,IL,FALSE,FALSE,0,100,0,2,100,5
313,EP83,,2019-02-28,8,8,2019-03-15,8,2019-03-26,n,14,31229,,,,,,,,,,3,Fine,Keep,TRUE,EP83,all_sweet,su1,Int,SP,TRUE,TRUE,0,100,0,2,100,5
337,W3742,,2019-02-28,6,6,2019-03-15,6,2019-03-26,n,14,32216,,,,,,,,,,3,Fine,Keep,TRUE,Ames22055,all_sweet,su1,Mdw,WI,TRUE,TRUE,0,100,0,2,100,5
338,P39Le-253,,2019-03-12,8,8,2019-03-26,8,2019-04-10,n,13,4470,,,,,,,,,,3,Fine,Keep,TRUE,P39Le_253_60,WiDivMerged,su1,Mdw,IN,TRUE,TRUE,0,100,0,2,100,5
340,SC6069,,2019-03-12,8,8,2019-03-26,8,2019-04-10,n,13,4518,,,,,,,,,,3,Fine,Keep,TRUE,SC6069,WiDivMerged,su1,Sou,SC,TRUE,TRUE,0,100,0,2,100,5
341,Jubileeex9017,,2019-03-12,8,8,2019-03-26,8,2019-04-10,n,13,4343,,,,,,,,,,3,Fine,Keep,TRUE,Jubileeex9017,WiDivMerged,su1,,,TRUE,TRUE,0,100,0,2,100,5
342,R851,,2019-03-12,4,4,2019-03-26,4,2019-04-10,n,14,32361,,,,,,,,,,3,Fine,Keep,TRUE,R851,WiDivMerged,sh2,Mdw,IL,TRUE,TRUE,0,100,0,2,100,5
346,V775,,2019-03-12,7,7,2019-03-26,7,2019-04-10,n,13,4539,,,,,,,,,,3,Fine,Keep,TRUE,V775,WiDivMerged,su1,,,TRUE,TRUE,0,100,0,2,100,5
351,IL44b,,2019-03-12,8,8,2019-03-26,8,2019-04-10,n,13,4125,,,,,,,,,,3,Fine,Keep,TRUE,IL44b,WiDivMerged,se,Mdw,IL,TRUE,TRUE,0,100,0,2,100,5
352,IL773a,,2019-03-12,4,4,2019-03-26,4,2019-04-10,n,14,32408,,,,,,,,,,3,Fine,Keep,TRUE,IL773a,WiDivMerged,su1,Mdw,IL,TRUE,TRUE,0,100,0,2,100,5
355,P39b,,2019-03-12,5,5,2019-03-26,5,2019-04-10,n,13,4469,,,,,,,,,,3,Fine,Keep,TRUE,P39b,WiDivMerged,su1,Mdw,IN,TRUE,TRUE,0,100,0,2,100,5
357,IL1171,,2019-03-12,8,8,2019-03-26,8,2019-04-10,n,13,4052,,,,,,,,,,3,Fine,Keep,TRUE,IL1171,all_sweet,su1,Mdw,IL,TRUE,TRUE,0,100,0,2,100,5
362,Il101t su,,2019-03-12,7,7,2019-03-26,7,2019-04-10,n,18,8616,,,,,,,,,,3,Fine,Keep,TRUE,,NA,NA,Mdw,IL,FALSE,FALSE,0,100,0,2,100,5
365,MDM-19,,2019-03-12,7,7,2019-03-26,7,2019-04-10,n,13,4367,,,,,,,,,,3,Fine,Keep,TRUE,MDM_19,WiDivMerged,su1,,,TRUE,TRUE,0,100,0,2,100,5
374,SD226,,2019-03-12,5 (1 small),5,2019-03-26,5,2019-04-10,n,14,32364,,,,,,,,,,3,Fine,Keep,TRUE,SD226,WiDivMerged,su1,Mdw,SD,TRUE,TRUE,0,100,0,2,100,5
375,Me121-wb,,2019-03-12,7,7,2019-03-26,7,2019-04-10,n,13,4411,,,,,,,,,,3,Fine,Keep,TRUE,Me121_wb,all_sweet,su1,Ne,ME,TRUE,TRUE,0,100,0,2,100,5
384,Wh05051,,2019-03-12,2,2,2019-03-26,2,2019-04-10,n,10,41012,,,,,,,,,,3,Bad,Caution,TRUE,Wh05051,WiDivMerged,sh2,Mdw,WI,TRUE,TRUE,0,100,0,2,100,5
389,Wh12005,,2019-03-12,5,5,2019-03-26,5,2019-04-10,n,15,8112,,,,,,,,,,3,Fine,Keep,TRUE,,NA,sh2,Mdw,WI,TRUE,FALSE,0,100,0,2,100,5
394,Wuh09183i,,2019-03-12,8,8,2019-03-26,8,2019-04-10,n,15,8109,,,,,,,,,,3,Fine,Keep,TRUE,Wuh09183i,WiDivMerged,sh2i,Mdw,WI,TRUE,TRUE,0,100,0,2,100,5
397,Wuh12019i,,2019-03-12,4,4,2019-03-26,4,2019-04-10,n,16,9355,,,,,,,,,,3,Fine,Keep,TRUE,,NA,sh2i,Mdw,WI,TRUE,FALSE,0,100,0,2,100,5
409,Wh09033,,2019-03-12,6,6,2019-03-26,6,2019-04-10,n,18,2847,,,,,,,,,,3,Fine,Keep,TRUE,Wh09033,WiDivMerged,sh2,Mdw,WI,TRUE,TRUE,0,100,0,2,100,5
410,We09425,,2019-03-12,7,7,2019-03-26,7,2019-04-10,n,11,8130,,,,,,,,,,3,Fine,Keep,TRUE,We09425,WiDivMerged,se,Mdw,WI,TRUE,TRUE,0,100,0,2,100,5
413,Wuh09149i,,2019-03-12,7,7,2019-03-26,7,2019-04-10,n,14,41803,,,,,,,,,,3,Fine,Keep,TRUE,Wuh09149i,WiDivMerged,sh2i,Mdw,WI,TRUE,TRUE,0,100,0,2,100,5
415,Wh10110R,,2019-03-12,7,7,2019-03-26,7,2019-04-10,n,10,41325,,,,,,,,,,3,Fine,Keep,TRUE,Wh10110R,WiDivMerged,sh2,Mdw,WI,TRUE,TRUE,0,100,0,2,100,5
416,We09413,,2019-03-12,8,8,2019-03-26,8,2019-04-10,n,14,41214,,,,,,,,,,3,Fine,Keep,TRUE,We09413,WiDivMerged,se,Mdw,WI,TRUE,TRUE,0,100,0,2,100,5
419,Wuh09191i,,2019-03-12,1,1,2019-03-26,1,2019-04-10,n,10,41441,,,,,,,,,,3,Bad,Caution,TRUE,Wuh09191i,WiDivMerged,sh2i,Mdw,WI,TRUE,TRUE,0,100,0,2,100,5
420,Wh09117R,,2019-03-12,2,2,2019-03-26,2,2019-04-10,n,14,41409,,,,,,,,,,3,Bad,Caution,TRUE,Wh09117R,WiDivMerged,sh2,Mdw,WI,TRUE,TRUE,0,100,0,2,100,5
429,Wh07165R,,2019-03-12,3,3,2019-03-26,3,2019-04-10,n,15,7866,,,,,,,,,,3,Fine,Keep,TRUE,Wh07165R,WiDivMerged,sh2,Mdw,WI,TRUE,TRUE,0,100,0,2,100,5
430,Wh10034R,,2019-03-12,8,8,2019-03-26,8,2019-04-10,n,14,41419,,,,,,,,,,3,Fine,Keep,TRUE,Wh10034R,WiDivMerged,sh2,Mdw,WI,TRUE,TRUE,0,100,0,2,100,5
438,Wuh07186i,,2019-03-12,7,7,2019-03-26,7,2019-04-10,n,14,41615,,,,,,,,,,3,Fine,Keep,TRUE,Wuh07186i,WiDivMerged,sh2i,Mdw,WI,TRUE,TRUE,0,100,0,2,100,5
443,Wuh07481i,,2019-03-12,4,4,2019-03-26,4,2019-04-10,n,11.12 CCOWN,2-6-6-4(2120),,,,,,,,,,3,Fine,Keep,TRUE,Wuh07481i,WiDivMerged,sh2i,Mdw,WI,TRUE,TRUE,0,100,0,2,100,5
452,Wh10090R,,2019-03-28,5,5,2019-04-10,5,2019-04-25,n,10,41320,,,,,,,,,,3,Fine,Keep,TRUE,,NA,sh2,Mdw,WI,TRUE,FALSE,0,100,0,2,100,5
453,Wuh11816i,,2019-03-28,1,1,2019-04-10,1,2019-04-25,n,17,7236,,,,,,,,,,3,Bad,Caution,TRUE,,NA,sh2i,Mdw,WI,TRUE,FALSE,0,100,0,2,100,5
454,Wh09075,,2019-03-28,1,1,2019-04-10,1,2019-04-25,n,10,2444,,,,,,,,,,3,Bad,Caution,TRUE,Wh09075,WiDivMerged,sh2,Mdw,WI,TRUE,TRUE,0,100,0,2,100,5
460,Wh95016a,,2019-03-28,8,8,2019-04-10,8,2019-04-25,n,8,3-2-1-5(8634),,,,,,,,,,3,Fine,Keep,TRUE,Wh95016a,WiDivMerged,sh2,Mdw,WI,TRUE,TRUE,0,100,0,2,100,5
463,We04806,,2019-03-28,7,7,2019-04-10,7,2019-04-25,n,12,3-4-6-4,,,,,,,,,,3,Fine,Keep,TRUE,,NA,se,Mdw,WI,TRUE,FALSE,0,100,0,2,100,5
464,We01407,,2019-03-28,7,7,2019-04-10,7,2019-04-25,n,14,41108,,,,,,,,,,3,Fine,Keep,TRUE,We01407,WiDivMerged,se,Mdw,WI,TRUE,TRUE,0,100,0,2,100,5
467,We02404,,2019-03-28,8,8,2019-04-10,8,2019-04-25,n,14,,,,,,,,,,,3,Fine,Keep,TRUE,We02404,WiDivMerged,se,Mdw,WI,TRUE,TRUE,0,100,0,2,100,5
471,Wh96034,,2019-03-28,6,6,2019-04-10,6,2019-04-25,n,12,2713,,,,,,,,,,3,Fine,Keep,TRUE,Wh96034,WiDivMerged,sh2,Mdw,WI,TRUE,TRUE,0,100,0,2,100,5
479,Wh10070R,,2019-03-28,3,3,2019-04-10,3,2019-04-25,n,16,9253,,,,,,,,,,3,Fine,Keep,TRUE,,NA,sh2,Mdw,WI,TRUE,FALSE,0,100,0,2,100,5
488,Wuh12018i,,2019-03-28,1,1,2019-04-10,1,2019-04-25,n,14,10244,,,,,,,,,,3,Bad,Caution,TRUE,,NA,sh2i,Mdw,WI,TRUE,FALSE,0,100,0,2,100,5
491,Wh10057R,,2019-03-28,7,7,2019-04-10,7,2019-04-25,n,14,41428,,,,,,,,,,3,Fine,Keep,TRUE,,NA,sh2,Mdw,WI,TRUE,FALSE,0,100,0,2,100,5
494,Wh14100V,,2019-03-28,2,2,2019-04-10,2,2019-04-25,n,18,2863,,,,,,,,,,3,Bad,Caution,TRUE,,NA,sh2,Mdw,WI,TRUE,FALSE,0,100,0,2,100,5
495,Wh00051,,2019-03-28,6,6,2019-04-10,6,2019-04-25,n,14,41224,,,,,,,,,,3,Fine,Keep,TRUE,Wh00051,WiDivMerged,sh2,Mdw,WI,TRUE,TRUE,0,100,0,2,100,5
496,Wh10052R,,2019-03-28,8,8,2019-04-10,8,2019-04-25,n,12,2701,,,,,,,,,,3,Fine,Keep,TRUE,,NA,sh2,Mdw,WI,TRUE,FALSE,0,100,0,2,100,5
501,Wh93016,,2019-03-28,8,8,2019-04-10,8,2019-04-25,n,11,10369,,,,,,,,,,3,Fine,Keep,TRUE,Wh93016,WiDivMerged,sh2,Mdw,WI,TRUE,TRUE,0,100,0,2,100,5
502,Wh08039,,2019-03-28,4,4,2019-04-10,4,2019-04-25,n,16,9231,,,,,,,,,,3,Fine,Keep,TRUE,,NA,sh2,Mdw,WI,TRUE,FALSE,0,100,0,2,100,5
504,Wuh12037i,,2019-03-28,8,8,2019-04-10,8,2019-04-25,n,14,10261,,,,,,,,,,3,Fine,Keep,TRUE,,NA,sh2i,Mdw,WI,TRUE,FALSE,0,100,0,2,100,5
511,Wuh12020i,,2019-03-28,5,5,2019-04-10,5,2019-04-25,n,14,10248,,,,,,,,,,3,Fine,Keep,TRUE,,NA,sh2i,Mdw,WI,TRUE,FALSE,0,100,0,2,100,5
512,Wh10067R,,2019-03-28,5,5,2019-04-10,5,2019-04-25,n,12,2713,,,,,,,,,,3,Fine,Keep,TRUE,,NA,sh2,Mdw,WI,TRUE,FALSE,0,100,0,2,100,5
513,Wuh12027i,,2019-03-28,7,7,2019-04-10,7,2019-04-25,n,14,10253,,,,,,,,,,3,Fine,Keep,TRUE,,NA,sh2i,Mdw,WI,TRUE,FALSE,0,100,0,2,100,5
514,Wh10068R,,2019-03-28,8,8,2019-04-10,8,2019-04-25,n,13,8453,,,,,,,,,,3,Fine,Keep,TRUE,,NA,sh2,Mdw,WI,TRUE,FALSE,0,100,0,2,100,5
515,Wuh11813i,,2019-03-28,1,1,2019-04-10,1,2019-04-25,n,17,7223,,,,,,,,,,3,Bad,Caution,TRUE,,NA,sh2i,Mdw,WI,TRUE,FALSE,0,100,0,2,100,5
516,Wuh11810i,,2019-03-28,8,8,2019-04-10,8,2019-04-25,n,17,7221,,,,,,,,,,3,Fine,Keep,TRUE,,NA,sh2i,Mdw,WI,TRUE,FALSE,0,100,0,2,100,5
524,M6415,,2019-03-28,6,6,2019-04-10,6,2019-04-25,n,10,2-7-16-7 (6635),,,,,,,,,,3,Fine,Keep,TRUE,M6415,WiDivMerged,aeduwx,,USDA,TRUE,TRUE,0,100,0,2,100,5
525,WVG3,,2019-03-28,4,4,2019-04-10,4,2019-04-25,n,97,1-5-2-10(7335),,,,,,,,,,3,Fine,Keep,TRUE,WVG3,WiDivMerged,su1,Mdw,WI,TRUE,TRUE,0,100,0,2,100,5
528,M6388,,2019-03-28,8,8,2019-04-10,8,2019-04-25,n,12,2-6-10-5,,,,,,,,,,3,Fine,Keep,TRUE,M6388,WiDivMerged,aeduwx,,USDA,TRUE,TRUE,0,100,0,2,100,5
531,Wh09086,,2019-03-28,2,2,2019-04-10,2,2019-04-25,n,13.14 CCO,3228,,,,,,,,,,3,Bad,Caution,TRUE,,NA,sh2,Mdw,WI,TRUE,FALSE,0,100,0,2,100,5
532,wh10117R,,2019-03-28,6,6,2019-04-10,6,2019-04-25,n,10,41334,,,,,,,,,,3,Fine,Keep,TRUE,,NA,sh2,Mdw,WI,TRUE,FALSE,0,100,0,2,100,5
535,Wh11008,,2019-03-28,4,4,2019-04-10,4,2019-04-25,n,13.14CCO,3234,,,,,,,,,,3,Fine,Keep,TRUE,,NA,sh2,Mdw,WI,TRUE,FALSE,0,100,0,2,100,5
536,Wh10085,,2019-03-28,1,1,2019-04-10,1,2019-04-25,n,12.13ccown,2757,,,,,,,,,,3,Bad,Caution,TRUE,,NA,NA,Mdw,WI,FALSE,FALSE,0,100,0,2,100,5
539,Wuh11805i,,2019-03-28,3,3,2019-04-10,3,2019-04-25,n,13,8502,,,,,,,,,,3,Fine,Keep,TRUE,,NA,sh2i,Mdw,WI,FALSE,FALSE,0,100,0,2,100,5
540,We06409b,,2019-05-22,3,3,2019-06-07,3,2019-06-17,n,14,41127,,,,,,,,,,3,Fine,Keep,TRUE,We06409b,all_sweet,se,Mdw,WI,TRUE,TRUE,0,100,0,2,100,5
541,Wh09087,,2019-05-22,7,7,2019-06-07,7,2019-06-17,n,14,41407,,,,,,,,,,3,Fine,Keep,TRUE,Wh09087,WiDivMerged,sh2,Mdw,WI,TRUE,TRUE,0,100,0,2,100,5
545,Wh93017,,2019-05-22,7,7,2019-06-07,7,2019-06-17,n,14,41222,,,,,,,,,,3,Fine,Keep,TRUE,Wh93017,WiDivMerged,sh2,Mdw,WI,TRUE,TRUE,0,100,0,2,100,5
547,Wuh07183i,,2019-05-22,8,8,2019-06-07,8,2019-06-17,n,14,41614,,,,,,,,,,3,Fine,Keep,TRUE,Wuh07183i,WiDivMerged,sh2i,Mdw,WI,TRUE,TRUE,0,100,0,2,100,5
548,Wh96015,,2019-05-22,4,4,2019-06-07,4,2019-06-17,n,15,7854,,,,,,,,,,3,Fine,Keep,TRUE,,NA,sh2,Mdw,WI,TRUE,TRUE,0,100,0,2,100,5
550,81-1,,2019-05-22,7,7,2019-06-07,7,2019-06-17,n,19,NSL8581,,,,,,,,,,3,Fine,Keep,TRUE,NSL8581,WiDivMerged,su1,,USDA,TRUE,TRUE,0,100,0,2,100,5
551,Wh05081b,,2019-05-22,6,6,2019-06-07,6,2019-06-17,n,15,7859,,,,,,,,,,3,Fine,Keep,TRUE,Wh05081b,all_sweet,sh2,Mdw,WI,TRUE,FALSE,0,100,0,2,100,5
552,Wh05032a ,,2019-05-22,7,7,2019-06-07,7,2019-06-17,n,15,7858,,,,,,,,,,3,Fine,Keep,TRUE,Wh05032a,WiDivMerged,sh2,Mdw,WI,TRUE,TRUE,0,100,0,2,100,5
553,Wh94053,,2019-05-22,5,5,2019-06-07,5,2019-06-17,n,15,7852,,,,,,,,,,3,Fine,Keep,TRUE,Wh94053,WiDivMerged,sh2,Mdw,WI,TRUE,TRUE,0,100,0,2,100,5
554,Wh93006,,2019-05-22,5,5,2019-06-07,5,2019-06-17,n,15,7850,,,,,,,,,,3,Fine,Keep,TRUE,Wh93006,WiDivMerged,sh2,Mdw,WI,TRUE,TRUE,0,100,0,2,100,5
555,Wh98044,,2019-05-22,7,7,2019-06-07,7,2019-06-17,n,11,10406,,,,,,,,,,3,Fine,Keep,TRUE,Wh98044,WiDivMerged,sh2,Mdw,WI,TRUE,TRUE,0,100,0,2,100,5
557,we12401,,2019-05-22,4,4,2019-06-07,4,2019-06-17,n,18,2843,,,,,,,,,,3,Fine,Keep,TRUE,,NA,se,Mdw,WI,TRUE,FALSE,0,100,0,2,100,5
558,Wu00802,,2019-05-22,1,1,2019-06-07,1,2019-06-17,n,11,10418,,,,,,,,,,3,Bad,Caution,TRUE,Wu00802,WiDivMerged,su1,Mdw,WI,TRUE,TRUE,0,100,0,2,100,5
559,we07403a,,2019-05-22,6,6,2019-06-07,6,2019-06-17,n,9,7820,,,,,,,,,,3,Fine,Keep,TRUE,,NA,se,Mdw,WI,TRUE,FALSE,0,100,0,2,100,5
560,wuh07182i,,2019-05-22,6,6,2019-06-07,6,2019-06-17,n,15,8062,,,,,,,,,,3,Fine,Keep,TRUE,Wuh07182i,WiDivMerged,sh2i,Mdw,WI,TRUE,TRUE,0,100,0,2,100,5
561,Wh00065,,2019-05-22,5,5,2019-06-07,5,2019-06-17,n,11,10416,,,,,,,,,,3,Fine,Keep,TRUE,Wh00065,WiDivMerged,sh2,Mdw,WI,TRUE,TRUE,0,100,0,2,100,5
563,We05408,,2019-05-22,8,8,2019-06-07,8,2019-06-17,n,11,10626,,,,,,,,,,3,Fine,Keep,TRUE,We05408,WiDivMerged,se,Mdw,WI,TRUE,TRUE,0,100,0,2,100,5
65,M5,,2019-01-29,7,8,2019-02-12,8,2019-02-21,n,13,4350,,,,,,,,,,3,Fine,Keep,TRUE,M5,WiDivMerged,su1,,,TRUE,TRUE,0,100,0,2,100,5
21,W6720-2,,2019-01-29,missing,0,2019-02-12,0,2019-02-21,n,14,2-1-4-1,,,,,,,,,,NA,NA,NA,TRUE,,NA,NA,Mdw,WI,TRUE,FALSE,NA,NA,NA,NA,NA,NA
43,Ia5145,,2019-01-29,0,0,2019-02-12,0,2019-02-21,n,93,4211,,,,,,,,,,NA,NA,NA,TRUE,Ames22031,all_sweet,NA,Mdw,IA,TRUE,FALSE,NA,NA,NA,NA,NA,NA
390,Wh07051,,2019-03-12,0,0,2019-03-26,0,2019-04-10,n,13.14CCO,3224,,,,,,,,,,NA,NA,NA,TRUE,Wh07051,WiDivMerged,sh2,Mdw,WI,TRUE,TRUE,NA,NA,NA,NA,NA,NA
395,Wh07013,,2019-03-12,0,0,2019-03-26,0,2019-04-10,n,9.10 CCOWN,2052,,,,,,,,,,NA,NA,NA,TRUE,Wh07013,WiDivMerged,sh2,Mdw,WI,TRUE,TRUE,NA,NA,NA,NA,NA,NA
297,NJ143,,2019-02-28,0,0,2019-03-15,0,2019-03-26,y,13,4407,2019-05-22,6,8,8,2019-06-07,0,0,0,2019-06-17,0,Fine,Keep,TRUE,,NA,NA,Ne,NJ,FALSE,FALSE,0,NA,NA,0,0,0
